global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
251, 4, 0, 90, 3, 1, 0, 0.99, 370, 74
252, 5, 0, 90, 2, 1, 1, 0.99, 460, 76.6667
253, 6, 0, 90, 2, 1, 1, 0.99, 550, 78.5714
254, 7, 0, 90, 0, 1, 1, 0.99, 640, 80
255, 8, 0, 99, 2, 1, 1, 0.99, 739, 82.1111
256, 9, 0, 130, 1, -1, -1, -1, 869, 96.5556
257, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
258, 2, 2, 99, 2, 1, 1, 0.99, 199, 66.3333
259, 3, 2, 90, 1, 1, 1, 0.99, 289, 72.25
260, 4, 2, 99, 1, 1, 1, 0.99, 388, 77.6
261, 5, 2, 99, 1, 1, 1, 0.99, 487, 81.1667
262, 6, 2, 99, 3, 1, 1, 0.99, 586, 83.7143
263, 7, 2, 90, 1, 1, 1, 0.99, 676, 84.5
264, 8, 2, 99, 1, 1, 1, 0.99, 775, 86.1111
265, 9, 1, 99, 2, 1, 1, 0.99, 874, 87.4
266, 10, 1, 90, 0, 1, 1, 0.99, 964, 87.6364
267, 11, 1, 99, 1, 1, 1, 0.99, 1063, 88.5833
268, 12, 1, 90, 1, 1, 1, 0.99, 1153, 88.6923
269, 13, 1, 90, 0, 1, 1, 0.99, 1243, 88.7857
270, 14, 1, 90, 0, 1, 1, 0.99, 1333, 88.8667
271, 15, 1, 90, 0, 1, 1, 0.99, 1423, 88.9375
272, 16, 1, 90, 2, 1, 1, 0.99, 1513, 89
273, 17, 1, 130, 1, -1, -1, -1, 1643, 96.6471
274, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
275, 2, 0, 99, 1, 1, 1, 0.99, 199, 66.3333
276, 3, 0, 90, 0, 1, 1, 0.99, 289, 72.25
277, 4, 0, 90, 3, 1, 1, 0.99, 379, 75.8
278, 5, 0, 0, 1, -1, -1, -1, 379, 75.8
279, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
280, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
281, 3, 0, 0, 1, -1, -1, -1, 199, 66.3333
282, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
283, 2, 2, 99, 1, 1, 1, 0.99, 199, 66.3333
284, 3, 2, 99, 2, 1, 1, 0.99, 298, 74.5
285, 4, 2, 90, 3, 1, 1, 0.99, 388, 77.6
286, 5, 2, 90, 1, 1, 1, 0.99, 478, 79.6667
287, 6, 2, 99, 0, 1, 1, 0.99, 577, 82.4286
288, 7, 2, 99, 1, 1, 1, 0.99, 676, 84.5
289, 8, 2, 90, 3, 1, 1, 0.99, 766, 85.1111
290, 9, 2, 0, 1, -1, -1, -1, 766, 85.1111
291, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
292, 2, 0, 99, 3, 1, 1, 0.99, 199, 66.3333
293, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
294, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
