global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward, end of game
160, 3, 0, 90, 0, 1, 1, 0.913867, 16596, 85.9896, 0
161, 4, 0, 99, 1, 1, 1, 0.91341, 16695, 86.0567, 0
162, 5, 0, 90, 2, 1, 1, 0.912953, 16785, 86.0769, 1
163, 1, 0, 100, 1, 1, 1, 0.912497, 17015, 86.3706, 0
164, 2, 1, 99, 3, 1, 1, 0.912041, 17114, 86.4343, 0
165, 3, 1, 90, 1, 1, 0, 0.911585, 17204, 86.4523, 0
166, 4, 2, 99, 0, 1, 1, 0.911129, 17303, 86.515, 0
167, 5, 2, 99, 0, 1, 1, 0.910673, 17402, 86.5771, 0
168, 6, 2, 90, 0, 1, 1, 0.910218, 17492, 86.5941, 0
169, 7, 2, 90, 3, 1, 0, 0.909763, 17582, 86.6108, 1
170, 1, 0, 100, 2, 1, 1, 0.909308, 17682, 86.2537, 0
171, 2, 0, 90, 0, 1, 1, 0.908853, 17772, 86.2718, 0
172, 3, 0, 99, 1, 1, 1, 0.908399, 17871, 86.3333, 0
173, 4, 0, 90, 1, 1, 1, 0.907945, 17961, 86.351, 0
174, 5, 0, 90, 2, 1, 1, 0.907491, 18051, 86.3684, 1
175, 1, 0, 100, 2, 1, 1, 0.907037, 18281, 86.6398, 0
176, 2, 0, 90, 0, 1, 1, 0.906583, 18371, 86.6557, 0
177, 3, 0, 99, 0, 1, 1, 0.90613, 18470, 86.7136, 0
178, 4, 0, 90, 3, 1, 1, 0.905677, 18560, 86.729, 1
179, 1, 0, 100, 0, 1, 1, 0.905224, 18660, 86.3889, 0
180, 2, 0, 99, 2, 1, 1, 0.904772, 18759, 86.447, 1
181, 1, 0, 100, 2, 1, 1, 0.904319, 18859, 86.1142, 0
182, 2, 0, 90, 1, 1, 1, 0.903867, 18949, 86.1318, 0
183, 3, 2, 99, 0, 1, 0, 0.903415, 19048, 86.19, 0
184, 4, 2, 99, 2, 1, 1, 0.902963, 19147, 86.2477, 1
185, 1, 0, 100, 0, 1, 1, 0.902512, 19247, 85.9241, 0
186, 2, 0, 99, 1, 1, 1, 0.902061, 19346, 85.9822, 0
187, 3, 0, 90, 0, 1, 1, 0.90161, 19436, 86, 0
188, 4, 0, 90, 1, 1, 1, 0.901159, 19526, 86.0176, 0
189, 5, 0, 90, 1, 1, 1, 0.900708, 19616, 86.0351, 0
190, 6, 0, 90, 1, 1, 1, 0.900258, 19706, 86.0524, 0
191, 7, 0, 90, 3, 1, 1, 0.899808, 19796, 86.0696, 1
192, 1, 0, 100, 0, 1, 1, 0.899358, 20026, 86.319, 0
193, 2, 0, 99, 1, 1, 1, 0.898908, 20125, 86.3734, 0
194, 3, 0, 90, 1, 1, 0, 0.898459, 20215, 86.3889, 0
195, 4, 0, 90, 3, 1, 1, 0.898009, 20305, 86.4043, 1
196, 1, 0, 100, 2, 1, 1, 0.89756, 20535, 86.6456, 0
197, 2, 0, 90, 0, 1, 1, 0.897112, 20625, 86.6597, 0
198, 3, 0, 99, 2, 1, 1, 0.896663, 20724, 86.7113, 1
199, 1, 0, 100, 1, 1, 1, 0.896215, 20824, 86.4066, 0
200, 2, 2, 99, 0, 1, 1, 0.895767, 20923, 86.4587, 0
201, 3, 2, 99, 1, 1, 1, 0.895319, 21022, 86.5103, 0
202, 4, 2, 90, 1, 1, 1, 0.894871, 21112, 86.5246, 0
203, 5, 2, 90, 2, 1, 0, 0.894424, 21202, 86.5388, 1
204, 1, 0, 100, 2, 1, 1, 0.893976, 21302, 86.2429, 0
205, 2, 0, 90, 1, 1, 1, 0.893529, 21392, 86.2581, 0
206, 3, 1, 99, 0, 1, 1, 0.893083, 21491, 86.3092, 0
207, 4, 1, 99, 0, 1, 1, 0.892636, 21590, 86.36, 0
208, 5, 1, 90, 2, 1, 1, 0.89219, 21680, 86.3745, 1
209, 1, 0, 100, 2, 1, 1, 0.891744, 21910, 86.6008, 0
210, 2, 0, 90, 0, 1, 0, 0.891298, 22000, 86.6142, 0
211, 3, 0, 99, 0, 1, 1, 0.890852, 22099, 86.6627, 0
212, 4, 0, 90, 3, 1, 0, 0.890407, 22189, 86.6758, 1
213, 1, 0, 100, 0, 1, 1, 0.889962, 22289, 86.3915, 0
214, 2, 0, 99, 0, 1, 1, 0.889517, 22388, 86.4402, 0
215, 3, 0, 90, 1, 1, 1, 0.889072, 22478, 86.4538, 0
216, 4, 0, 90, 0, 1, 1, 0.888627, 22568, 86.4674, 0
217, 5, 0, 90, 0, 1, 1, 0.888183, 22658, 86.4809, 0
218, 6, 0, 90, 3, 1, 1, 0.887739, 22748, 86.4943, 1
219, 1, 0, 100, 3, 1, 1, 0.887295, 22848, 86.2189, 0
220, 2, 0, 90, 0, 1, 1, 0.886851, 22938, 86.2331, 0
221, 3, 0, 99, 1, 1, 1, 0.886408, 23037, 86.2809, 0
222, 4, 0, 90, 2, 1, 1, 0.885965, 23127, 86.2948, 1
223, 1, 0, 100, 3, 1, 0, 0.885522, 23357, 86.5074, 0
224, 2, 0, 90, 2, 1, 1, 0.885079, 23447, 86.5203, 0
225, 3, 0, 90, 3, 1, 0, 0.884636, 23537, 86.5331, 0
226, 4, 0, 90, 3, 1, 1, 0.884194, 23627, 86.5458, 0
227, 5, 0, 90, 0, 1, 1, 0.883752, 23717, 86.5584, 0
228, 6, 0, 99, 1, 1, 1, 0.88331, 23816, 86.6036, 0
229, 7, 0, 90, 1, 1, 1, 0.882869, 23906, 86.6159, 0
230, 8, 0, 90, 3, 1, 1, 0.882427, 23996, 86.6282, 1
231, 1, 0, 100, 2, 1, 0, 0.881986, 24226, 86.8315, 0
232, 2, 0, 90, 3, 1, 1, 0.881545, 24316, 86.8429, 0
233, 3, 0, 90, 2, 1, 1, 0.881104, 24406, 86.8541, 0
234, 4, 0, 90, 0, 1, 1, 0.880664, 24496, 86.8652, 0
235, 5, 0, 99, 1, 1, 1, 0.880223, 24595, 86.9081, 0
236, 6, 0, 90, 3, 1, 1, 0.879783, 24685, 86.919, 1
237, 1, 0, 100, 3, 1, 1, 0.879343, 24915, 87.1154, 0
238, 2, 0, 90, 3, 1, 1, 0.878904, 25005, 87.1254, 0
239, 3, 0, 90, 0, 1, 1, 0.878464, 25095, 87.1354, 0
